sign,gardiner,codepoint,function,value,meaning,group,qualifier,source_note
𓄅,F7,U+13105,logogram or determinative,šft,ram,,root=šf,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓄅,F7,U+13105,logogram or determinative,šfyt,worth,,root=šf,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓄅,F7,U+13105,phonetic determinative,šft,,,,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓄇,F9,U+13107,logogram or determinative,pḥtꞽ,strength,F9*F9,dual=true,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓄇,F9,U+13107,phonetic determinative,ꜣt,,,certain=false,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓄈,F10,U+13108,determinative,,"neck, throat",,,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓄊,F12,U+1310A,logogram or determinative,wsrt,neck,,root=wsr,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓄊,F12,U+1310A,phonogram,wsr,,,,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓄋,F13,U+1310B,logogram,wpt,brow,,root=wp,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓄋,F13,U+1310B,phonogram or phonetic determinative,wp,,,,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓄋,F13,U+1310B,phonogram,ꞽp,,,,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓄍,F14,U+1310D,logogram,wpt-rnpt,New-Year's Day,,,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓄏,F16,U+1310F,logogram or determinative,dp,horn,,,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓄏,F16,U+1310F,determinative,,horn,,,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓄏,F16,U+1310F,logogram or determinative,ꜥb,horn,,,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓄏,F16,U+1310F,phonogram or phonetic determinative,ꜥb,,,,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓄐,F17,U+13110,logogram or determinative,ꜥbw,purification,,root=ꜥb,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓄑,F18,U+13111,logogram or determinative,ꞽbḥ,tooth,,,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓄑,F18,U+13111,determinative,,tooth,,,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓄑,F18,U+13111,phonogram or phonetic determinative,bḥ,,,,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓄑,F18,U+13111,phonetic determinative,ḥw,,,,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓄑,F18,U+13111,phonogram,ḥ,,F18:Y1,,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓄑,F18,U+13111,phonogram or phonetic determinative,bꞽꜣ,,,,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓄑,F18,U+13111,phonetic determinative,bꞽ,,,,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓄒,F19,U+13112,logogram or determinative,ꜥrtꞽ,jaw,,,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓄓,F20,U+13113,logogram,ns,tongue,,,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓄓,F20,U+13113,phonogram,ns,,,,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓄓,F20,U+13113,determinative,,tongue,,,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓄓,F20,U+13113,logogram,ꞽmꞽ-rꜣ,overseer,,,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓄔,F21,U+13114,logogram or determinative,msḏr,ear,,,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓄔,F21,U+13114,logogram,ꜥnḫwꞽ,both ears,S34*S34-F21:[fit]F21,,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓄔,F21,U+13114,logogram or determinative,sḏm,hear,,,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓄔,F21,U+13114,determinative,,hearing,,,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓄔,F21,U+13114,phonogram or phonetic determinative,ꞽdn,,,,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓄔,F21,U+13114,logogram or determinative,ḏrḏ,leaf,F21:Z1,,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓄔,F21,U+13114,phonogram,sdm,,,,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓄖,F22,U+13116,logogram,pḥwꞽ,end,,root=pḥ,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓄖,F22,U+13116,phonogram or phonetic determinative,pḥ,,,,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓄖,F22,U+13116,determinative,,"end, bottom",,,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓄖,F22,U+13116,phonogram or phonetic determinative,kfꜣ,,,,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓄗,F23,U+13117,logogram or determinative,ḫpš,foreleg,,,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓄗,F23,U+13117,determinative,^msḫtꞽw,Great Bear,,,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓄙,F25,U+13119,logogram,wḥmt,hoof,,root=wḥm,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓄙,F25,U+13119,phonogram,wḥm,,,,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓄚,F26,U+1311A,logogram,ẖnt,skin,,root=ẖn,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓄚,F26,U+1311A,phonogram,ẖn,,,,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓄛,F27,U+1311B,determinative,,"skin, mammal",,,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓄜,F28,U+1311C,logogram,sꜣb,dappled,,,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓄜,F28,U+1311C,logogram,sꜣb šwt,dappled of feathers,F28*H6,,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓄝,F29,U+1311D,logogram or determinative,stꞽ,pierce,,root=st,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓄝,F29,U+1311D,phonogram,st,,,,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓄞,F30,U+1311E,logogram,šdw,water-skin,,root=šd,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓄞,F30,U+1311E,phonogram,šd,,,,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓄟,F31,U+1311F,logogram,mst,apron of skins,,root=ms,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓄟,F31,U+1311F,phonogram,ms,,,,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓄡,F32,U+13121,logogram,ẖt,belly,,root=ẖ,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓄡,F32,U+13121,phonogram,ẖ,,,,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓄢,F33,U+13122,logogram or determinative,sd,tail,,,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓄢,F33,U+13122,phonogram or phonetic determinative,sd,,,,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓄣,F34,U+13123,logogram or determinative,ꞽb,heart,,,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓄣,F34,U+13123,determinative,,heart,,,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓄤,F35,U+13124,phonogram,nfr,,,,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓄥,F36,U+13125,logogram,smꜣ,lung,,,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓄥,F36,U+13125,phonogram or phonetic determinative,smꜣ,,,,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓄦,F37,U+13126,logogram,ꞽꜣt,back,,root=ꞽꜣ,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓄦,F37,U+13126,determinative,psḏ,back,,,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓄦,F37,U+13126,phonetic determinative,sm,,,,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓄪,F39,U+1312A,logogram or determinative,ꞽmꜣḫ,spinal cord,,,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓄪,F39,U+1312A,logogram or determinative,ꞽmꜣḫ,revered,,,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓄫,F40,U+1312B,phonogram,ꜣw,,,,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓄬,F41,U+1312C,determinative,šꜥt,injury,,,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓄭,F42,U+1312D,logogram or determinative,spr,rib,,,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓄭,F42,U+1312D,phonogram,spr,,,,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓄮,F43,U+1312E,determinative,spḥt,ribs of beef,,root=spḥ,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓄯,F44,U+1312F,determinative,,bone and meat,,,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓄯,F44,U+1312F,phonogram or phonetic determinative,ꞽwꜥ,,,,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓄯,F44,U+1312F,phonogram or phonetic determinative,ꞽsw,,,,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
